"LineId","Date","Time","Pid","Tid","Level","Component","Content","EventId","EventTemplate"
"1","11-11","22:46:33.401","0","0","I","logd    ","logdr: UID=2000 GID=2000 PID=5271 b tail=0 logMask=99 pid=0 start=0ns deadline=0ns","E0","logdr: UID= <*> GID= <*> PID= <*> b tail= <*> logMask= <*> pid= <*> start= <*> deadline= <*>"
"2","11-11","22:46:35.506","5274","5274","D","AndroidRuntime",">>>>>> START com.android.internal.os.RuntimeInit uid 2000 <<<<<<","E7",">>>>>> START <*> uid <*> <<<<<<"
"3","11-11","22:46:35.512","5274","5274","I","AndroidRuntime","Using default boot image","E133","<*> <*> boot image"
"4","11-11","22:46:35.512","5274","5274","I","AndroidRuntime","Leaving lock profiling enabled","E134","<*> <*> profiling enabled"
"5","11-11","22:46:35.519","5274","5274","I","app_process","Core platform API reporting enabled, enforcing=false","E258","Core platform API <*> enabled, enforcing= <*>"
"6","11-11","22:46:35.631","5274","5274","D","app_process","Time zone APEX ICU file found: /apex/com.android.tzdata/etc/icu/icu_tzdata.dat","E264","Time zone APEX ICU file found: <*>"
"7","11-11","22:46:35.631","5274","5274","D","app_process","I18n APEX ICU file found: /apex/com.android.i18n/etc/icu/icudt70l.dat","E20","<*> APEX ICU file found: <*>"
"8","11-11","22:46:35.662","5274","5274","D","AndroidRuntime","Calling main entry com.android.commands.monkey.Monkey","E135","<*> <*> entry <*>"
"9","11-11","22:46:35.664","5274","5274","W","Monkey  ","args: [-s, 100, -p, com.android.settings, --throttle, 100, --pct-touch, 60, --pct-motion, 10, --pct-nav, 10, --pct-majornav, 5, --pct-syskeys, 10, --pct-appswitch, 5, --ignore-crashes, --ignore-timeouts, --ignore-security-exceptions, -v, 1207]","E354","args: [-s, <*> -p, <*> --throttle, <*> --pct-touch, <*> --pct-motion, <*> --pct-nav, <*> --pct-majornav, <*> --pct-syskeys, <*> --pct-appswitch, <*> --ignore-crashes, --ignore-timeouts, --ignore-security-exceptions, -v, <*>"
"10","11-11","22:46:35.664","5274","5274","W","Monkey  ","arg: ""-s""","E356","arg: <*>"
"11","11-11","22:46:35.664","5274","5274","W","Monkey  ","arg: ""100""","E356","arg: <*>"
"12","11-11","22:46:35.664","5274","5274","W","Monkey  ","arg: ""-p""","E356","arg: <*>"
"13","11-11","22:46:35.664","5274","5274","W","Monkey  ","arg: ""com.android.settings""","E356","arg: <*>"
"14","11-11","22:46:35.664","5274","5274","W","Monkey  ","arg: ""--throttle""","E356","arg: <*>"
"15","11-11","22:46:35.664","5274","5274","W","Monkey  ","arg: ""100""","E356","arg: <*>"
"16","11-11","22:46:35.664","5274","5274","W","Monkey  ","arg: ""--pct-touch""","E356","arg: <*>"
"17","11-11","22:46:35.665","5274","5274","W","Monkey  ","arg: ""60""","E356","arg: <*>"
"18","11-11","22:46:35.665","5274","5274","W","Monkey  ","arg: ""--pct-motion""","E356","arg: <*>"
"19","11-11","22:46:35.665","5274","5274","W","Monkey  ","arg: ""10""","E356","arg: <*>"
"20","11-11","22:46:35.665","5274","5274","W","Monkey  ","arg: ""--pct-nav""","E356","arg: <*>"
"21","11-11","22:46:35.665","5274","5274","W","Monkey  ","arg: ""10""","E356","arg: <*>"
"22","11-11","22:46:35.665","5274","5274","W","Monkey  ","arg: ""--pct-majornav""","E356","arg: <*>"
"23","11-11","22:46:35.665","5274","5274","W","Monkey  ","arg: ""5""","E356","arg: <*>"
"24","11-11","22:46:35.665","5274","5274","W","Monkey  ","arg: ""--pct-syskeys""","E356","arg: <*>"
"25","11-11","22:46:35.665","5274","5274","W","Monkey  ","arg: ""10""","E356","arg: <*>"
"26","11-11","22:46:35.665","5274","5274","W","Monkey  ","arg: ""--pct-appswitch""","E356","arg: <*>"
"27","11-11","22:46:35.665","5274","5274","W","Monkey  ","arg: ""5""","E356","arg: <*>"
"28","11-11","22:46:35.665","5274","5274","W","Monkey  ","arg: ""--ignore-crashes""","E356","arg: <*>"
"29","11-11","22:46:35.665","5274","5274","W","Monkey  ","arg: ""--ignore-timeouts""","E356","arg: <*>"
"30","11-11","22:46:35.665","5274","5274","W","Monkey  ","arg: ""--ignore-security-exceptions""","E356","arg: <*>"
"31","11-11","22:46:35.665","5274","5274","W","Monkey  ","arg: ""-v""","E356","arg: <*>"
"32","11-11","22:46:35.665","5274","5274","W","Monkey  ","arg: ""1207""","E356","arg: <*>"
"33","11-11","22:46:35.665","5274","5274","W","Monkey  ","data=""100""","E357","data= <*>"
"34","11-11","22:46:35.665","5274","5274","W","Monkey  ","data=""com.android.settings""","E357","data= <*>"
"35","11-11","22:46:35.665","5274","5274","W","Monkey  ","arg=""--throttle"" mCurArgData=""null"" mNextArg=5 argwas=""--throttle"" nextarg=""100""","E395","arg= <*> mCurArgData= ""null"" mNextArg= <*> argwas= <*> nextarg= <*>"
"36","11-11","22:46:35.665","5274","5274","W","Monkey  ","data=""100""","E357","data= <*>"
"37","11-11","22:46:35.665","5274","5274","W","Monkey  ","arg=""--pct-touch"" mCurArgData=""null"" mNextArg=7 argwas=""--pct-touch"" nextarg=""60""","E395","arg= <*> mCurArgData= ""null"" mNextArg= <*> argwas= <*> nextarg= <*>"
"38","11-11","22:46:35.665","5274","5274","W","Monkey  ","data=""60""","E357","data= <*>"
"39","11-11","22:46:35.665","5274","5274","W","Monkey  ","arg=""--pct-motion"" mCurArgData=""null"" mNextArg=9 argwas=""--pct-motion"" nextarg=""10""","E395","arg= <*> mCurArgData= ""null"" mNextArg= <*> argwas= <*> nextarg= <*>"
"40","11-11","22:46:35.665","5274","5274","W","Monkey  ","data=""10""","E357","data= <*>"
"41","11-11","22:46:35.665","5274","5274","W","Monkey  ","arg=""--pct-nav"" mCurArgData=""null"" mNextArg=11 argwas=""--pct-nav"" nextarg=""10""","E395","arg= <*> mCurArgData= ""null"" mNextArg= <*> argwas= <*> nextarg= <*>"
"42","11-11","22:46:35.665","5274","5274","W","Monkey  ","data=""10""","E357","data= <*>"
"43","11-11","22:46:35.665","5274","5274","W","Monkey  ","arg=""--pct-majornav"" mCurArgData=""null"" mNextArg=13 argwas=""--pct-majornav"" nextarg=""5""","E395","arg= <*> mCurArgData= ""null"" mNextArg= <*> argwas= <*> nextarg= <*>"
"44","11-11","22:46:35.665","5274","5274","W","Monkey  ","data=""5""","E357","data= <*>"
"45","11-11","22:46:35.665","5274","5274","W","Monkey  ","arg=""--pct-syskeys"" mCurArgData=""null"" mNextArg=15 argwas=""--pct-syskeys"" nextarg=""10""","E395","arg= <*> mCurArgData= ""null"" mNextArg= <*> argwas= <*> nextarg= <*>"
"46","11-11","22:46:35.665","5274","5274","W","Monkey  ","data=""10""","E357","data= <*>"
"47","11-11","22:46:35.665","5274","5274","W","Monkey  ","arg=""--pct-appswitch"" mCurArgData=""null"" mNextArg=17 argwas=""--pct-appswitch"" nextarg=""5""","E395","arg= <*> mCurArgData= ""null"" mNextArg= <*> argwas= <*> nextarg= <*>"
"48","11-11","22:46:35.665","5274","5274","W","Monkey  ","data=""5""","E357","data= <*>"
"49","11-11","22:46:35.665","5274","5274","W","Monkey  ","arg=""--ignore-crashes"" mCurArgData=""null"" mNextArg=19 argwas=""--ignore-crashes"" nextarg=""--ignore-timeouts""","E395","arg= <*> mCurArgData= ""null"" mNextArg= <*> argwas= <*> nextarg= <*>"
"50","11-11","22:46:35.665","5274","5274","W","Monkey  ","arg=""--ignore-timeouts"" mCurArgData=""null"" mNextArg=20 argwas=""--ignore-timeouts"" nextarg=""--ignore-security-exceptions""","E395","arg= <*> mCurArgData= ""null"" mNextArg= <*> argwas= <*> nextarg= <*>"
"51","11-11","22:46:35.665","5274","5274","W","Monkey  ","arg=""--ignore-security-exceptions"" mCurArgData=""null"" mNextArg=21 argwas=""--ignore-security-exceptions"" nextarg=""-v""","E396","arg= <*> mCurArgData= ""null"" mNextArg= <*> argwas= <*> nextarg= ""-v"""
"52","11-11","22:46:35.690","5274","5274","I","Monkey  ",":Monkey: seed=100 count=1207","E24","<*> Monkey: seed= <*> <*> <*>"
"53","11-11","22:46:35.690","5274","5274","I","Monkey  ",":AllowPackage: com.android.settings","E430",": AllowPackage: <*>"
"54","11-11","22:46:35.690","5274","5274","I","Monkey  ",":IncludeCategory: android.intent.category.LAUNCHER","E431",": IncludeCategory: <*>"
"55","11-11","22:46:35.691","5274","5274","I","Monkey  ",":IncludeCategory: android.intent.category.MONKEY","E431",": IncludeCategory: <*>"
"56","11-11","22:46:35.695","624","671","W","BroadcastQueue","Skipping deliver [background] BroadcastRecord{df72763 u-1 android.net.conn.CONNECTIVITY_CHANGE} to ReceiverList{9ce1f60 5274 (unknown name)/2000/u-1 remote:e629b1d}: process gone or crashing","E559","Skipping deliver [background] <*> <*> <*> to <*> <*> ( unknown name) <*> remote: <*> process gone or crashing"
"57","11-11","22:46:35.699","5274","5274","I","Monkey  ","// Event percentages:","E136","<*> <*> percentages: "
"58","11-11","22:46:35.699","5274","5274","I","Monkey  ","//   0: 60.0%","E432","// <*> <*>"
"59","11-11","22:46:35.699","5274","5274","I","Monkey  ","//   1: 10.0%","E432","// <*> <*>"
"60","11-11","22:46:35.699","5274","5274","I","Monkey  ","//   2: 0.0%","E432","// <*> <*>"
"61","11-11","22:46:35.699","5274","5274","I","Monkey  ","//   3: 0.0%","E432","// <*> <*>"
"62","11-11","22:46:35.700","5274","5274","I","Monkey  ","//   4: -0.0%","E432","// <*> <*>"
"63","11-11","22:46:35.700","5274","5274","I","Monkey  ","//   5: -0.0%","E432","// <*> <*>"
"64","11-11","22:46:35.701","5274","5274","I","Monkey  ","//   6: 10.0%","E432","// <*> <*>"
"65","11-11","22:46:35.701","5274","5274","I","Monkey  ","//   7: 5.0%","E432","// <*> <*>"
"66","11-11","22:46:35.701","5274","5274","I","Monkey  ","//   8: 10.0%","E432","// <*> <*>"
"67","11-11","22:46:35.701","5274","5274","I","Monkey  ","//   9: 5.0%","E432","// <*> <*>"
"68","11-11","22:46:35.701","5274","5274","I","Monkey  ","//   10: 0.0%","E432","// <*> <*>"
"69","11-11","22:46:35.701","5274","5274","I","Monkey  ","//   11: 0.0%","E432","// <*> <*>"
"70","11-11","22:46:35.701","5274","5274","I","Monkey  ",":Switch: #Intent;action=android.intent.action.MAIN;category=android.intent.category.MONKEY;launchFlags=0x10200000;component=com.android.settings/.Settings%24RunningServicesActivity;end","E265",": Switch: #Intent;action= <*> <*> <*> <*>"
"71","11-11","22:46:35.704","624","5660","I","ActivityTaskManager","START u0 {act=android.intent.action.MAIN cat=[android.intent.category.MONKEY] flg=0x10200000 cmp=com.android.settings/.Settings$RunningServicesActivity} from uid 2000","E564","START <*> {act= <*> cat= <*> flg= <*> cmp= <*> from uid <*>"
"72","11-11","22:46:35.705","5274","5274","I","Monkey  ","// Allowing start of Intent { act=android.intent.action.MAIN cat=[android.intent.category.MONKEY] cmp=com.android.settings/.Settings$RunningServicesActivity } in package com.android.settings","E573","// Allowing start of Intent { act= <*> cat= <*> cmp= <*> } in package <*>"
"73","11-11","22:46:35.812","624","689","V","DisplayPowerController[0]","Brightness [0.5846784] reason changing to: 'manual', previous reason: 'manual [ dim ]'.","E580","Brightness <*> reason changing to: 'manual', previous reason: 'manual [ dim ]'."
"74","11-11","22:46:35.812","624","689","I","DisplayPowerController[0]","BrightnessEvent: disp=0, physDisp=local:4619827259835644672, brt=0.5846784, initBrt=0.05, rcmdBrt=NaN, preBrt=NaN, lux=0.0, preLux=0.0, hbmMax=1.0, hbmMode=off, rbcStrength=0, powerFactor=1.0, thrmMax=1.0, wasShortTermModelActive=false, flags=, reason=manual, autoBrightness=false","E608","BrightnessEvent: disp= <*> physDisp= local: <*> brt= <*> initBrt= <*> rcmdBrt= NaN, preBrt= NaN, lux= <*> preLux= <*> hbmMax= <*> hbmMode= off, rbcStrength= <*> powerFactor= <*> thrmMax= <*> wasShortTermModelActive= false, flags= , reason= manual, autoBrightness= false"
"75","11-11","22:46:35.828","624","843","E","DisplayDeviceConfig","requesting nits when no mapping exists.","E37","requesting nits when no mapping exists."
"76","11-11","22:46:35.828","624","843","E","DisplayDeviceConfig","requesting nits when no mapping exists.","E37","requesting nits when no mapping exists."
"77","11-11","22:46:35.831","4512","4528","D","EGL_emulation","app_time_stats: avg=3916.34ms min=2.61ms max=78234.48ms count=20","E609","app_time_stats: avg= <*> min= <*> max= <*> count= <*>"
"78","11-11","22:46:35.835","30395","30448","D","EGL_emulation","app_time_stats: avg=42054.68ms min=90.34ms max=84019.02ms count=2","E609","app_time_stats: avg= <*> min= <*> max= <*> count= <*>"
"79","11-11","22:46:35.845","624","843","E","DisplayDeviceConfig","requesting nits when no mapping exists.","E37","requesting nits when no mapping exists."
"80","11-11","22:46:35.849","624","843","E","DisplayDeviceConfig","requesting nits when no mapping exists.","E37","requesting nits when no mapping exists."
"81","11-11","22:46:35.861","624","843","E","DisplayDeviceConfig","requesting nits when no mapping exists.","E37","requesting nits when no mapping exists."
"82","11-11","22:46:35.861","624","843","E","DisplayDeviceConfig","requesting nits when no mapping exists.","E37","requesting nits when no mapping exists."
"83","11-11","22:46:35.878","624","843","E","DisplayDeviceConfig","requesting nits when no mapping exists.","E37","requesting nits when no mapping exists."
"84","11-11","22:46:35.879","624","843","E","DisplayDeviceConfig","requesting nits when no mapping exists.","E37","requesting nits when no mapping exists."
"85","11-11","22:46:35.894","624","843","E","DisplayDeviceConfig","requesting nits when no mapping exists.","E37","requesting nits when no mapping exists."
