"LineId","Date","Time","Pid","Tid","Level","Component","Content","EventId","EventTemplate"
"1","11-11","22:47:52.373","0","0","I","logd    ","logdr: UID=2000 GID=2000 PID=5591 b tail=0 logMask=99 pid=0 start=0ns deadline=0ns","E0","logdr: UID= <*> GID= <*> PID= <*> b tail= <*> logMask= <*> pid= <*> start= <*> deadline= <*>"
"2","11-11","22:47:54.473","5596","5596","D","AndroidRuntime",">>>>>> START com.android.internal.os.RuntimeInit uid 2000 <<<<<<","E6",">>>>>> START <*> uid <*> <<<<<<"
"3","11-11","22:47:54.481","5596","5596","I","AndroidRuntime","Using default boot image","E43","Using <*> boot image"
"4","11-11","22:47:54.482","5596","5596","I","AndroidRuntime","Leaving lock profiling enabled","E53","Leaving <*> profiling <*>"
"5","11-11","22:47:54.487","5596","5596","I","app_process","Core platform API reporting enabled, enforcing=false","E99","Core platform API reporting enabled, enforcing= false"
"6","11-11","22:47:54.580","5596","5596","D","app_process","Time zone APEX ICU file found: /apex/com.android.tzdata/etc/icu/icu_tzdata.dat","E101","Time zone APEX ICU file found: <*>"
"7","11-11","22:47:54.581","5596","5596","D","app_process","I18n APEX ICU file found: /apex/com.android.i18n/etc/icu/icudt70l.dat","E12","<*> APEX ICU <*> found: <*>"
"8","11-11","22:47:54.608","5596","5596","D","AndroidRuntime","Calling main entry com.android.commands.monkey.Monkey","E54","Calling <*> entry <*>"
"9","11-11","22:47:54.610","5596","5596","W","Monkey  ","args: [-s, 200, -p, com.android.settings, --throttle, 100, --pct-touch, 60, --pct-motion, 10, --pct-nav, 10, --pct-majornav, 5, --pct-syskeys, 10, --pct-appswitch, 5, --ignore-crashes, --ignore-timeouts, --ignore-security-exceptions, -v, 1112]","E131","args: [-s, <*> -p, <*> --throttle, <*> --pct-touch, <*> --pct-motion, <*> --pct-nav, <*> --pct-majornav, <*> --pct-syskeys, <*> --pct-appswitch, <*> --ignore-crashes, --ignore-timeouts, --ignore-security-exceptions, -v, <*>"
"10","11-11","22:47:54.611","5596","5596","W","Monkey  ","arg: ""-s""","E132","arg: <*>"
"11","11-11","22:47:54.612","5596","5596","W","Monkey  ","arg: ""200""","E132","arg: <*>"
"12","11-11","22:47:54.613","5596","5596","W","Monkey  ","arg: ""-p""","E132","arg: <*>"
"13","11-11","22:47:54.614","5596","5596","W","Monkey  ","arg: ""com.android.settings""","E132","arg: <*>"
"14","11-11","22:47:54.615","5596","5596","W","Monkey  ","arg: ""--throttle""","E132","arg: <*>"
"15","11-11","22:47:54.616","5596","5596","W","Monkey  ","arg: ""100""","E132","arg: <*>"
"16","11-11","22:47:54.617","5596","5596","W","Monkey  ","arg: ""--pct-touch""","E132","arg: <*>"
"17","11-11","22:47:54.618","5596","5596","W","Monkey  ","arg: ""60""","E132","arg: <*>"
"18","11-11","22:47:54.620","5596","5596","W","Monkey  ","arg: ""--pct-motion""","E132","arg: <*>"
"19","11-11","22:47:54.621","5596","5596","W","Monkey  ","arg: ""10""","E132","arg: <*>"
"20","11-11","22:47:54.622","5596","5596","W","Monkey  ","arg: ""--pct-nav""","E132","arg: <*>"
"21","11-11","22:47:54.623","5596","5596","W","Monkey  ","arg: ""10""","E132","arg: <*>"
"22","11-11","22:47:54.624","5596","5596","W","Monkey  ","arg: ""--pct-majornav""","E132","arg: <*>"
"23","11-11","22:47:54.625","5596","5596","W","Monkey  ","arg: ""5""","E132","arg: <*>"
"24","11-11","22:47:54.626","5596","5596","W","Monkey  ","arg: ""--pct-syskeys""","E132","arg: <*>"
"25","11-11","22:47:54.626","5596","5596","W","Monkey  ","arg: ""10""","E132","arg: <*>"
"26","11-11","22:47:54.626","5596","5596","W","Monkey  ","arg: ""--pct-appswitch""","E132","arg: <*>"
"27","11-11","22:47:54.626","5596","5596","W","Monkey  ","arg: ""5""","E132","arg: <*>"
"28","11-11","22:47:54.626","5596","5596","W","Monkey  ","arg: ""--ignore-crashes""","E132","arg: <*>"
"29","11-11","22:47:54.626","5596","5596","W","Monkey  ","arg: ""--ignore-timeouts""","E132","arg: <*>"
"30","11-11","22:47:54.626","5596","5596","W","Monkey  ","arg: ""--ignore-security-exceptions""","E132","arg: <*>"
"31","11-11","22:47:54.626","5596","5596","W","Monkey  ","arg: ""-v""","E132","arg: <*>"
"32","11-11","22:47:54.626","5596","5596","W","Monkey  ","arg: ""1112""","E132","arg: <*>"
